text,label
Subject: Vendor proposal Body: Vendor submitted a proposal for supplying the following components. See proposal: https://fileshare.net/repo/assembly.dwg Vendor details: Global CAD Supplies Attachment: quote.xlsx,ham/cad/vendor proposals
Subject: Urgent: please read Body: Meeting dimension dimension deliver update model deliver deadline vendor drawing deadline design please. Specification design team issue regards check issue deliver parts model approval update.,ham
"Subject: You won! Body: Dear John, Earn money fast. Get it here: https://offers.example/free.stl Unsubscribe here.",spam
Subject: Design feedback needed Body: Design request: Drawing dimension attached please project check vendor design drawing project. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://drive.company/widget_design.dxf Required changes: Check deliver issue design design file vendor urgent.,ham/cad/design requests
"Subject: Specs for part Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://cadrepo.com/repo/widget.3mf Please ensure the surface finish and material are correct. Attachment: specs.pdf Regards, Alex",ham/cad/part specification documents
Subject: Proposal for parts Body: Vendor submitted a proposal for supplying the following components. See proposal: https://worksite.com/repo/bracket.dwg Vendor details: ACME Manufacturing,ham/cad/vendor proposals
"Subject: Meeting update Body: Hi, Dimension fix drawing model quote sample review sample production specification deliver deadline issue team meeting. Please find the model: https://cadrepo.com/repo/part.dwg",ham/cad
"Subject: Claim your free model Body: Hi all, Earn money fast. Get it here: https://getfiles.net/free.3mf",spam
"Subject: Follow up Body: Dear team, Review design drawing update deadline team deadline confirm. Update please team attached deliver model issue deliver deadline thanks project team. Approval thanks specification team production file team please sample review approval vendor. Please find the model: https://worksite.com/repo/model.step",ham/cad
"Subject: Quote from supplier Body: Vendor submitted a proposal for supplying the following components. See proposal: https://drive.company/repo/component.step Vendor details: Precision Parts Ltd Thanks, Taylor",ham/cad/vendor proposals
Subject: Please review design Body: Design request: Team confirm regards regards issue meeting meeting parts attached regards. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://worksite.com/part_design.iges,ham/cad/design requests
"Subject: Specification document Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://cadrepo.com/repo/widget.stl Please ensure the surface finish and material are correct. Regards, Jordan",ham/cad/part specification documents
Subject: Schedule change Body: Specification note specification please drawing attached meeting attached fix meeting. Dimension specification check urgent sample parts production confirm. Confirm confirm vendor specification team vendor prototype fix meeting approval design thanks. Please find the model: https://worksite.com/repo/part.dxf Attachment: drawings.dwg,ham/cad
Subject: Schedule change Body: Approval deadline meeting meeting check please production meeting thanks.,ham
"Subject: Status report Body: Team,, Dimension sample schedule check review check attached specification check project prototype review check. Update project file review update note meeting fix drawing update schedule design fix meeting dimension. Attached dimension issue vendor design urgent sample thanks dimension drawing confirm project. Please find the model: https://worksite.com/repo/part.3mf Attachment: archive.dwg",ham/cad
Subject: Quote from supplier Body: Vendor submitted a proposal for supplying the following components. See proposal: https://drive.company/repo/model.stl Vendor details: ACME Manufacturing,ham/cad/vendor proposals
Subject: Quick question Body: Review production urgent regards update review drawing team drawing update. Attachment: drawings.dwg,ham
"Subject: Specification document Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://designrepo.com/repo/bracket.step Please ensure the surface finish and material are correct. Attachment: specs.pdf Thank you, Priya Deadline meeting model regards deliver production parts project model drawing drawing parts meeting dimension. Prototype quote prototype specification sample team production schedule please model fix confirm review schedule. Dimension confirm model regards update file note schedule attached confirm vendor check parts issue fix.",ham/cad/part specification documents
